Burr_PD_L1_CMTM6_INFr_LFC	Freeman_B16F10_MHCI_Low_LFC	Freeman_B16F10_NK_LFC	Haney_U937_iggRBC_LFC	Haney_U937_Zymosin_LFC	Henriksson_mNaiveTh_GATA3_r1_LFC	Jiang_Daudi_B_CD40_r1_LFC	Kearney_B16F10_OT_I_LFC	Kearney_MC38_OT_I_aPD1_LFC	Kearney_MC38_OT_I_IgG_LFC	Liu_HSC4_DoxvsnoDox_shADAR_LFC	Manguso_GVAX_only_vs_TCRa_KO_LFC	Manguso_GVAX_PD_1_vs_TCRa_KO_LFC	Manguso_TCRa_KO_vs_In_vitro_LFC	Pan_B16F10_Pmel_1_IFNg_LFC	Parnas_BMDCs_TNF_r1_LFC	Pech_K562_MHCI_r1_LFC	Pech_K562_NK_92_r1_LFC	Ritchie_U937_cGAMP_r1_LFC	Shifrut_pilot_mean_LFC	Shifrut_d1234_LFC	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_LFC
PFKFB1	-7.6884	NA	NA	-0.10635	-0.086879	0.38241	0.44463	NA	NA	NA	-0.11175	-0.59464	-0.52916	1.0714	NA	2.5098	-0.15608	-0.091099	NA	NA	0.03979	0.14259
PFKFB2	-7.4144	-0.62514	-0.33443	0.13704	-0.042138	0.7209	0.010407	-6.0923	-3.2896	-0.64312	0.19196	NA	NA	NA	-0.6473	-2.0128	-0.39095	-0.05912	NA	NA	-0.013312	-0.30123
PFKFB3	-6.5268	2.3719	-1.1316	-0.10765	-0.12856	3.0567	0.20815	-5.0708	-1.2747	-0.80431	-0.011886	-0.01241	0.33418	0.33736	-0.83796	-0.42403	-0.43061	0.16289	NA	NA	-0.26981	0.16694
PFKFB4	-7.9832	0.46806	-0.58841	0.22281	0.017312	0.12646	-0.56404	-3.619	-5.1439	-2.1315	-0.29434	NA	NA	NA	-0.5581	1.4898	0.27314	-0.33523	NA	NA	0.095949	0.071026
PFKL	-7.6466	0.55617	-2.3519	0.18201	-0.0083355	0.4006	0.43894	-2.9119	-5.4153	-3.4414	0.28052	-0.06827	-0.098311	0.28397	-0.4086	-0.75932	0.070996	0.29385	NA	NA	-0.065962	-0.11446
PFKM	-7.1657	-4.8422	-0.26186	0.15865	-0.1504	0.13366	-0.12165	-6.4382	-1.819	1.1453	-0.093714	0.10842	0.1185	-0.010203	-0.28499	3.7959	0.35197	-0.13304	NA	NA	-0.04257	-0.32118
PFKP	-8.2616	-1.7013	-2.0882	-0.042398	-0.18862	0.023702	-0.30317	-3.9374	-3.4088	-1.8786	-0.18732	-0.067347	-0.10211	-0.28738	-1.0702	0.37337	0.43447	0.068179	NA	NA	0.048179	-0.018355
PFN1	-6.3722	-5.265	-5.4494	0.074975	-0.1312	-0.5053	-1.913	-6.663	-4.266	-0.70131	-1.4504	NA	NA	NA	-2.6737	-1.2224	0.39734	-1.9518	NA	-0.2169	0.030604	0.23733
PFN2	-6.2574	-0.4964	-0.62813	-0.095884	-0.16274	2.5505	0.2742	-6.5545	-2.951	-1.5685	0.20175	NA	NA	NA	-1.4444	-0.73697	1.3313	0.61723	NA	NA	-0.09756	-0.05518
PFN3	-7.919	-0.011993	-4.0097	0.40819	-0.021977	0.35428	-0.099973	-6.4316	0.22662	1.5496	-0.8888	NA	NA	NA	-0.77199	-2.1406	-0.10542	0.50518	NA	NA	-0.067513	0.022298
PFN4	-7.3977	-1.3215	0.28308	-0.20972	0.129	1.3989	0.25917	-6.0511	-4.7619	2.7221	-0.21797	NA	NA	NA	-0.71058	-0.97685	0.53218	-0.11383	NA	NA	0.022903	0.21964
PGA3	-7.7402	NA	NA	0.12794	-0.0463	NA	NA	NA	NA	NA	-0.6046	NA	NA	NA	NA	NA	-0.57368	0.25497	NA	NA	0.10739	NA
PGA3;PGA4;PGA5	NA	NA	NA	NA	NA	NA	-0.25627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PGA4	-7.9694	NA	NA	-0.25141	-0.14785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.57368	0.1914	NA	NA	-0.086389	NA
PGA5	-7.6677	-4.4947	0.42732	-0.498	0.0097556	-0.48313	NA	-6.2776	-2.9486	-0.36883	NA	NA	NA	NA	-0.035464	-0.46533	-0.57368	0.51449	NA	NA	0.016066	NA
PGAM1	-5.3523	0.11963	-5.3522	-0.65833	0.078436	3.3746	-0.15063	-5.7092	-4.6173	-1.2814	-1.4048	NA	NA	NA	-1.2085	-2.4391	0.31501	-2.3149	NA	NA	-0.14866	0.014733
PGAM2	-7.8107	0.37858	-0.43981	0.050155	0.0027925	-0.57456	-0.50455	-6.5225	1.4528	3.3438	0.28761	NA	NA	NA	-0.46467	-1.3892	0.095572	0.02779	NA	NA	-0.044704	-0.16113
PGAM4	-6.2992	NA	NA	-0.4177	-0.080351	NA	-0.047087	NA	NA	NA	-1.0611	NA	NA	NA	NA	NA	0.16459	-0.1427	NA	NA	0.025765	0.10573
PGAM5	-8.0024	0.42432	-0.08427	0.18774	-0.042268	0.58833	1.5436	-6.7782	-5.3876	0.25443	0.070769	-0.11954	0.54635	-0.37527	-0.1983	1.2162	0.45533	0.24534	NA	NA	-0.0073495	0.29295
PGAP1	-7.1147	-0.68035	1.3055	-0.21895	0.022145	0.28746	-0.49163	-6.5957	-0.8828	0.80855	-0.050003	NA	NA	NA	-0.90389	2.7808	-0.47559	0.55526	NA	NA	-0.11764	0.23078
PGAP2	-6.6332	-1.9167	-0.43124	0.028601	0.018831	1.4171	-0.39713	-6.9859	-1.9381	-1.3801	0.1737	NA	NA	NA	-0.41591	-0.96609	-0.13185	0.38567	NA	NA	0.013274	-0.32206
PGAP3	-6.2852	-0.6847	0.2631	-0.058489	-0.23542	0.40726	0.15046	-4.0607	1.1784	2.5033	0.084871	NA	NA	NA	-1.3828	-0.1952	-0.33394	0.13488	NA	NA	0.096843	0.13423
PGBD1	-7.763	-0.75348	-0.43492	0.015319	-0.010732	2.9067	-0.67692	-5.0088	-0.58477	0.31165	-0.33958	NA	NA	NA	-0.63608	2.9997	0.48832	0.14575	NA	NA	-0.019383	0.1442
PGBD2	-7.8253	NA	NA	-0.10631	0.11822	NA	-0.52254	NA	NA	NA	-0.5622	NA	NA	NA	NA	NA	1.0338	-0.19461	NA	NA	0.13597	0.20974
PGBD3	-8.47	NA	NA	0.31821	-0.12688	NA	-0.86426	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3742	-0.33683	NA	NA	-0.039326	0.081049
PGBD4	-7.2124	NA	NA	0.15231	-0.079661	NA	-0.25463	NA	NA	NA	0.051331	NA	NA	NA	NA	NA	0.0065074	-0.10874	NA	NA	-0.088426	0.16187
PGBD5	-7.1306	-2.7437	0.71467	0.14539	-0.019919	-0.24367	NA	-7.0685	-2.5154	-2.344	-0.025213	NA	NA	NA	-0.7943	-0.28794	NA	NA	NA	NA	0.079234	NA
PGC	-6.5056	-1.3574	-0.6717	0.16684	0.12172	1.9053	-0.1683	-0.45349	-4.0613	-4.1775	-0.12249	NA	NA	NA	-0.71029	-1.2224	-0.70193	-0.46361	NA	NA	0.072096	-0.32474
PGD	-7.7067	-4.0311	NA	0.69471	0.36006	-1.5142	-1.4521	-5.4795	-3.8184	-2.1012	-0.11122	NA	NA	NA	0.028155	3.1117	1.9226	-4.6906	NA	NA	-0.22924	-0.069599
PGF	-7.5539	0.010598	1.1524	-0.10514	-0.028446	-1.2703	0.40315	-3.2543	-4.4139	-1.3439	1.1978	NA	NA	NA	-0.61513	3.2209	-0.33189	-0.21888	NA	NA	-0.055283	-0.040334
PGGHG	NA	0.51875	0.62341	NA	NA	0.31928	NA	-7.0314	-4.2281	-0.040512	NA	NA	NA	NA	-0.68597	3.8252	NA	NA	NA	NA	NA	NA
PGGT1B	-5.3648	-5.6109	-2.8084	0.10727	-0.44268	-0.79091	-0.22838	-6.3243	-3.515	1.0477	0.22909	NA	NA	NA	-1.5067	-1.3453	-0.097244	-0.452	NA	NA	-0.1908	-0.1508
PGK1	-5.7383	-4.5544	-6.1731	0.7907	-0.13165	0.65373	-1.5299	-5.861	-2.3882	0.75654	1.0545	NA	NA	NA	NA	0.96794	0.47769	-1.7461	NA	NA	-0.36486	0.078538
PGK2	-7.1037	0.35878	1.2505	-0.020333	-0.10483	-0.33355	0.85251	-3.1084	0.58865	2.2584	0.025907	NA	NA	NA	-0.74462	-2.7205	0.65977	-0.3065	NA	NA	0.039884	-0.16668
PGLS	-6.8014	-2.6547	-3.0728	-0.39253	-0.090377	-0.028764	-0.017651	-6.9698	-5.4212	2.6176	0.66419	NA	NA	NA	-1.1346	2.8621	-0.63997	-2.1115	NA	NA	0.11649	0.045999
PGLYRP1	-7.846	0.43481	1.3764	0.027073	-0.055869	-0.16589	0.82199	-6.5033	-2.0779	-2.5159	-0.17988	NA	NA	NA	-0.4227	2.1754	0.039914	0.014778	NA	NA	0.019324	-0.1255
PGLYRP2	-7.5692	0.7293	-0.73765	0.073899	0.013818	0.71432	-0.20166	-4.5814	-1.3241	-0.7501	-0.11463	NA	NA	NA	-0.24053	-2.1343	0.37139	-0.36072	NA	NA	0.012325	0.15377
PGLYRP3	-7.1147	2.1306	-5.4494	0.1505	-0.040212	3.3556	-0.49233	-6.8849	0.82724	0.3373	-0.035022	NA	NA	NA	-0.48666	0.40518	0.0056099	-0.22775	NA	NA	0.044612	0.0063862
PGLYRP4	-7.8759	2.3631	-1.2533	0.0090315	-0.19304	-2.0939	0.42165	-3.539	-5.2796	-0.16764	-0.286	NA	NA	NA	-0.40424	-2.8074	-0.44446	0.36046	NA	NA	-0.094299	-0.15063
PGM1	-7.8169	0.26357	-0.41417	0.010527	0.01726	-0.6308	0.39413	-6.7141	-2.2796	-0.27173	-0.37076	NA	NA	NA	-1.2379	-0.31699	-0.28463	0.49028	NA	NA	0.14344	-0.16324
PGM2	-7.0283	-0.29734	0.19192	-0.080576	-0.19517	-0.89365	-0.29867	-6.6495	-2.5047	-2.2018	-0.52988	NA	NA	NA	0.1228	0.41792	1.1053	0.4384	NA	NA	0.18269	0.050399
PGM2L1	-7.4169	-1.7747	-2.3014	0.30628	0.1057	2.3062	0.058749	-6.6158	-0.19714	-2.3877	0.38658	NA	NA	NA	-1.8781	1.5445	0.038864	-0.53731	NA	NA	-0.19203	0.16231
PGM3	-7.1739	-5.133	-6.3597	0.10855	0.14606	0.8251	-0.06727	-6.8916	-1.7106	1.9047	-0.40389	NA	NA	NA	-0.7841	-2.6942	2.1975	-3.0338	NA	NA	-0.093619	0.0045845
PGM5	-7.9392	-5.0113	-4.0968	0.046058	0.12017	3.4893	-0.48805	-6.8015	-4.8482	-1.1121	0.39796	NA	NA	NA	-0.65697	2.7824	0.078786	-0.2625	NA	NA	0.025855	-0.18073
PGP	-7.331	0.85198	1.0222	-0.11652	0.19537	0.08895	0.1778	-6.835	-2.7394	0.07101	0.079601	-0.21506	-0.17288	-0.088139	-0.66637	-2.3219	-0.39423	-0.72463	NA	NA	0.063997	0.013318
PGPEP1	-7.0146	-1.1296	-0.96015	-0.15694	-0.19793	0.33374	-0.29103	-4.4513	1.5828	-4.4913	0.40639	NA	NA	NA	-0.39682	-0.49251	-0.30124	-0.36254	NA	NA	0.1366	0.16295
PGPEP1L	-7.1378	1.2202	0.82003	0.15154	0.0010513	0.34763	-0.0083509	-6.4299	-5.3526	1.476	-0.017429	NA	NA	NA	-0.96045	1.0814	0.041627	0.17622	NA	NA	0.046092	-0.0082462
PGR	-7.8561	0.45512	-0.97245	-0.022568	-0.036225	-0.94653	0.29851	-1.3143	-3.9228	0.44745	0.43694	NA	NA	NA	-0.42652	-1.5929	0.15296	0.065192	NA	NA	-0.091922	0.0085908
PGRMC1	-7.7421	0.46987	-1.4156	-0.33057	-0.065619	0.55986	0.40444	-6.6501	-3.1777	-0.70167	0.22098	NA	NA	NA	-0.44455	3.5655	0.32933	0.45243	NA	NA	-0.032148	-0.044683
PGRMC2	-7.2932	2.8198	-1.3993	-0.22046	0.10795	-0.51648	-0.13639	-7.2947	-4.3343	-3.6334	-0.33889	NA	NA	NA	-0.51133	-3.1101	-0.829	0.19349	NA	NA	0.061874	-0.24936
PGS1	-7.1321	0.49648	2.3602	-0.20252	-0.1217	0.29662	-0.53886	-6.1113	-4.7364	0.89537	-0.25723	NA	NA	NA	-1.9021	2.1554	0.49078	-2.0654	NA	NA	-0.01998	-0.0075874
PHACTR1	-8.058	1.1501	0.20876	-0.077432	0.0079364	-0.65841	NA	-6.5698	-0.65952	0.96243	-0.095962	0.15605	-0.15217	-0.54052	-0.37097	-2.5737	NA	NA	NA	NA	0.038153	0.25959
PHACTR2	-7.0003	1.6573	-0.63442	-0.30158	-0.0031289	-0.42715	0.22147	-3.7864	-4.1246	-2.384	0.13506	NA	NA	NA	0.12141	-1.585	0.26928	0.29337	NA	NA	0.0097847	0.0098395
PHACTR3	-7.6487	-0.82559	-0.53102	-0.068151	-0.084107	1.6072	0.7565	-6.5424	-2.6241	0.39729	0.80599	NA	NA	NA	-0.51243	0.67876	-0.017956	0.14591	NA	NA	-0.10334	0.023493
PHACTR4	-7.2205	-1.3979	0.096524	-0.28913	-0.27762	-1.2691	0.50902	-4.1854	-2.997	2.5496	0.28278	-0.020636	0.10084	-0.33274	-1.0516	2.3102	-0.10182	0.11166	NA	NA	0.085181	-0.047775
PHAX	-5.4665	0.80477	2.4303	0.15918	0.27063	0.50619	-0.42339	-5.1929	-5.0911	-4.1183	-0.21474	NA	NA	NA	-0.75511	-1.4037	-0.80646	-0.6752	NA	NA	-0.4619	-0.099465
PHB	-4.619	-2.8439	2.5965	-0.76164	-0.067	-0.7035	-0.013997	-5.5628	-5.2242	-1.9357	-0.20361	NA	NA	NA	-0.23276	-0.42256	0.18637	-0.14897	NA	-0.091795	-0.36427	-0.27628
PHB2	-5.5292	-3.7311	NA	0.30974	0.057882	0.04032	-0.65464	-5.2965	-5.0174	-3.5849	0.4691	NA	NA	NA	NA	-0.7097	0.80909	-2.4775	NA	0.024696	-0.59704	-0.2406
PHC1	-6.9885	-1.9763	0.47672	0.2574	-0.12529	0.16773	-0.37011	-6.6887	-1.4517	-0.74267	0.1666	NA	NA	NA	-0.67967	1.5243	0.59838	-0.23503	NA	NA	0.1502	0.17552
PHC2	-7.342	2.2129	-0.51598	-0.16521	-0.065676	-0.95212	0.29343	-3.0141	-5.3603	-1.841	-0.070634	NA	NA	NA	-0.93122	2.5286	1.113	0.43997	NA	NA	-0.035093	0.058566
PHC3	-7.8445	-0.070797	-1.4851	0.1061	-0.04081	0.23699	0.22887	-7.1735	-3.3299	3.1304	-0.81954	NA	NA	NA	0.53719	1.7689	-0.36867	-0.074426	NA	NA	-0.13241	0.12603
PHETA2	NA	-2.4523	0.058292	NA	NA	4.6325	NA	-6.1846	-1.3673	-2.159	NA	NA	NA	NA	-1.0286	-2.4249	NA	NA	NA	NA	NA	NA
PHEX	-7.2992	-2.3602	0.056922	-0.18405	-0.036406	-0.2536	0.58326	1.0488	-0.83048	1.0895	0.64721	NA	NA	NA	-0.77893	-1.8533	1.1613	0.65326	NA	0.13546	0.079007	-0.16074
PHF1	-7.4711	-2.0801	-0.26435	-0.015873	0.083774	0.25632	0.049359	-2.6606	-1.687	-1.794	-0.22886	NA	NA	NA	-0.491	-2.9617	0.23248	-0.079958	NA	NA	0.085816	-0.088628
PHF10	-6.6189	2.6701	1.0469	-0.2126	0.025793	0.081052	0.94921	-5.7624	-3.8463	-1.9045	0.21914	NA	NA	NA	-0.82992	1.5685	0.13903	-0.075429	NA	NA	0.096765	-0.1667
PHF11	-7.28	NA	NA	-0.060472	-0.038006	NA	-0.059097	NA	NA	NA	-0.46897	NA	NA	NA	NA	NA	-0.27809	0.22247	NA	NA	-0.0090623	-0.43681
PHF12	-7.5598	-1.7225	-0.71948	0.56518	0.18056	2.6387	-0.75069	-4.6006	-2.8028	0.40443	-0.20286	NA	NA	NA	-1.6729	-0.73697	-1.901	0.143	NA	NA	-0.014634	0.020681
PHF13	-6.7814	1.6247	0.58548	-0.13494	0.0080126	0.04712	-0.51299	-2.4822	-2.17	-1.1343	-0.12889	NA	NA	NA	-0.37444	2.4645	0.64941	0.43557	NA	NA	-0.052144	-0.40475
PHF14	-7.5543	NA	NA	-0.050513	0.1181	1.761	1.0695	NA	NA	NA	0.091762	NA	NA	NA	NA	-2.4667	-0.10456	0.15563	NA	NA	0.14198	-0.17003
PHF15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49883
PHF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.056384
PHF17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.048089
PHF19	-7.501	-5.3266	0.57174	-0.086534	-0.037746	0.1794	0.14568	-4.3759	-4.7806	-1.3163	-0.35827	NA	NA	NA	0.18363	-2.5171	0.16775	-0.17136	NA	NA	-0.080847	-0.53589
PHF2	-7.3294	1.2273	-0.21289	0.22605	-0.1606	0.35667	1.1762	-6.8053	-4.6199	-0.52588	-0.066692	NA	NA	NA	-0.37927	-0.96609	-0.55624	0.45831	NA	NA	-0.0221	-0.19218
PHF20	-7.7706	-0.63328	3.6236	-0.43151	-0.096734	1.4549	-1.3356	-6.2363	-3.4084	-0.48338	-0.89175	NA	NA	NA	-0.17135	0.87425	1.4196	-0.20277	NA	NA	-0.12125	0.087378
PHF20L1	-7.6997	-4.3446	0.16189	0.04394	0.098553	2.926	1.0813	-3.8156	-4.3501	-0.49471	-0.65046	NA	NA	NA	-0.23583	0.085517	-0.63357	-0.018049	NA	NA	0.034244	0.23256
PHF21A	-7.636	1.1077	-3.7439	0.18318	0.048398	-1.3088	-1.8761	-4.204	-1.4696	3.1253	-0.31086	NA	NA	NA	-0.30925	0.91109	1.5413	-0.21209	NA	NA	0.085067	-0.040653
PHF21B	-7.3708	-3.8381	1.814	0.29444	-0.057961	0.25739	-0.28105	-7.3512	-4.5486	0.4891	0.10166	NA	NA	NA	-1.1954	-0.47119	0.20745	-0.12128	NA	NA	-0.058808	0.403
PHF23	-6.1326	-5.0349	-5.0825	-0.67693	-0.08489	-0.60743	1.969	-6.5678	-0.18568	1.0081	-0.15722	NA	NA	NA	0.20889	0.47899	-0.0094783	-0.37528	NA	NA	0.14472	0.34155
PHF24	NA	NA	NA	NA	NA	-0.17207	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7314	NA	NA	NA	NA	NA	NA
PHF3	-7.7836	1.848	-1.2675	0.15866	0.1045	-0.62271	-1.3137	-6.607	-1.0953	-1.5383	0.57682	NA	NA	NA	-1.5531	-0.63251	0.18214	0.18191	NA	NA	0.1996	0.08326
PHF5A	-5.158	NA	NA	1.4145	-0.30336	0.3754	-3.226	-2.2707	-3.8692	-2.9529	-0.14793	NA	NA	NA	NA	-1.2224	-0.14101	-3.7027	NA	NA	-0.21548	0.29289
PHF6	-7.5766	2.1501	-0.37702	0.15394	-0.016389	0.62456	0.13024	-6.9296	-3.3523	1.1227	0.35537	NA	NA	NA	-2.4494	2.5074	-1.3215	0.43114	NA	NA	-0.010657	-0.26846
PHF7	-6.9195	3.2181	1.0523	0.10565	0.052121	-0.022993	0.70688	-5.7286	-4.6486	0.775	0.1184	NA	NA	NA	-1.1977	1.3716	-0.15788	-0.37508	NA	NA	0.022639	0.44335
PHF8	-8.2887	-5.7927	-0.080131	0.12911	0.092965	4.8522	-0.24511	-1.7209	-1.9277	-2.3145	0.25619	NA	NA	NA	-1.4275	-3.273	0.91435	-0.1409	NA	NA	0.048397	0.072329
PHGDH	-5.9946	2.8309	-1.8975	-0.025503	0.01632	1.4101	1.1234	-6.2761	-4.3402	-0.089729	0.22976	NA	NA	NA	-0.45903	1.4883	0.37963	0.062685	NA	NA	-0.030704	0.37385
PHGR1	-7.221	NA	NA	-0.0045218	-0.039593	NA	-0.10215	NA	NA	NA	0.20002	NA	NA	NA	NA	NA	0.32652	-0.07733	NA	NA	0.19261	0.075873
PHIP	-7.2959	-0.022545	-1.1839	0.082164	0.14422	-0.89808	-0.4218	-1.6277	-3.1877	-2.5548	0.75032	NA	NA	NA	-1.3246	-2.4842	0.38113	-0.19069	NA	NA	0.024057	-0.22773
PHKA1	-8.2896	-0.50539	0.040551	-0.25968	-0.091488	-0.53384	0.70841	-6.9485	-4.453	2.5103	-0.10136	0.28538	0.25873	0.05822	-1.4461	2.0589	0.26547	0.21341	NA	NA	-0.066843	0.030138
PHKA2	-8.0488	1.4814	0.27896	-0.1594	-0.0048431	-0.96136	-0.74022	-6.6749	0.77429	2.3516	0.55006	-0.23465	-0.20184	0.062708	-0.92608	0.88102	0.26209	0.29202	NA	NA	0.21841	0.015264
PHKB	-7.9781	-1.9422	-0.76642	0.11011	-0.048304	0.46111	-0.26105	-6.5858	-3.1638	-2.0118	0.38498	-0.088483	0.0031892	0.36094	0.51597	-1.995	0.38404	0.55212	NA	NA	-0.0064394	-0.11594
PHKG1	-6.2528	-1.3513	-0.15926	-0.17757	-0.092901	-2.2049	-0.30935	-7.106	-2.37	-0.42846	0.2206	NA	NA	NA	-0.93108	-2.9331	0.46216	0.16916	NA	NA	0.032638	0.21233
PHKG2	-7.4337	1.5319	-1.2559	-0.31736	-0.031758	-1.0269	0.14546	1.4569	-1.3868	-2.0608	-0.50406	0.09445	0.28494	-0.17797	0.27491	0.94093	0.20832	-0.31811	NA	NA	0.083519	-0.0016005
PHLDA1	-7.1555	0.49163	1.2564	-0.4045	-0.03521	-0.79189	-0.25	-4.997	-0.32872	-0.18224	-0.45473	0.025675	-0.52075	-0.34558	-0.51271	-1.4037	-0.080162	0.53323	NA	NA	0.12533	-0.17438
PHLDA2	-7.7491	-0.097405	1.3805	-0.4688	0.033793	-1.024	-0.11226	-0.54306	0.42062	1.5168	0.087039	NA	NA	NA	-0.85486	2.6668	-0.37016	-0.95602	NA	NA	0.13315	-0.42201
PHLDA3	-7.5641	0.70719	-0.62779	-0.11783	0.0078113	0.09717	0.15547	-0.91643	-5.2025	1.2702	-0.19271	0.036541	0.036039	-0.12909	-0.48191	3.2681	-0.92678	0.27438	NA	NA	-0.12854	0.17699
PHLDB1	-7.8137	-3.327	-1.0701	0.014077	0.0064793	0.32406	0.061174	-0.55029	-4.8005	-0.62612	0.27395	NA	NA	NA	-0.21731	1.4993	-0.59169	0.35241	NA	NA	-0.15071	0.071424
PHLDB2	-6.9247	-1.4883	-0.56843	0.17605	-0.12731	5.5784	-0.068396	-7.0858	0.4605	-0.036237	-0.12243	-0.24019	0.61307	0.097757	-0.85459	2.1167	0.053725	-0.25283	NA	NA	-0.0090443	-0.029608
PHLDB3	-6.9257	1.0248	1.8199	-0.43456	-0.12313	-1.3888	0.11813	-3.9128	-3.0419	-0.64568	-0.14719	NA	NA	NA	-1.057	-0.57562	1.3422	-0.22216	NA	NA	-0.00016248	0.18669
PHLPP1	-7.7706	1.9635	-0.72547	-0.11542	-0.0051143	0.36192	-3.3058	0.34941	-2.9082	2.3515	0.22745	0.0098442	0.11464	0.34725	0.10454	3.8589	-1.0144	-0.50631	NA	NA	0.11858	-0.26881
PHLPP2	-7.9045	-0.079358	-0.55166	-0.10031	-0.042266	0.14939	-0.4454	-2.9782	-3.461	-1.8619	0.11761	0.17185	0.061044	-0.14166	-0.80982	-0.090436	0.28963	0.055912	NA	NA	-0.15637	0.070679
PHOSPHO1	-7.5528	0.50941	-1.5125	-0.084353	0.050061	-0.030099	-0.5135	-6.1477	-2.4011	0.36255	0.086696	NA	NA	NA	-0.16919	-0.60281	0.52945	-0.20379	NA	NA	-0.32543	0.06365
PHOSPHO2	-7.5537	-4.762	0.4461	0.019776	-0.078381	1.0874	-0.037811	-3.9467	-1.8967	0.13938	-0.38338	0.11066	0.042351	-0.19481	0.53173	-1.8745	0.68789	0.80697	NA	NA	-0.18806	0.29389
PHOSPHO2-KLHL23	NA	4.4499	-1.9384	NA	NA	0.23572	NA	-6.8018	-1.5954	-0.83003	NA	NA	NA	NA	-0.41444	0.17786	NA	NA	NA	NA	0.040811	NA
PHOX2A	-6.5428	-0.9126	-0.20733	0.28791	-0.022393	-0.36381	-0.32267	-6.204	-4.4768	0.80855	-0.40707	NA	NA	NA	0.30729	-1.2224	0.25605	-0.0008653	NA	NA	0.060878	-0.0075148
PHOX2B	-8.0914	2.3794	-1.4754	-0.20612	0.013218	-0.85387	0.84182	-4.5509	-3.4853	0.11177	0.99461	NA	NA	NA	-0.50705	-0.48611	-0.55586	-0.023774	NA	NA	0.080214	0.1007
PHPT1	-7.1797	1.4993	-0.076426	0.13904	-0.19437	-0.24241	-0.2507	-4.3939	-2.4882	-0.80592	0.16921	0.0015718	0.43448	-0.011237	-0.32208	-1.585	-0.18479	0.081637	NA	0.051388	0.030877	-0.30928
PHRF1	-7.4847	-2.6608	0.93414	-0.22918	-0.069232	3.4094	0.26386	-3.6633	-4.6034	-2.3693	-0.11929	NA	NA	NA	-1.1339	-0.94562	0.40214	-0.40306	NA	NA	0.081115	-0.15391
PHTF1	-6.5734	-0.044319	4.485	0.024672	-0.17974	-0.88561	-0.053532	-6.9107	-3.3713	1.7174	0.38321	NA	NA	NA	-0.56527	3.8296	-0.063969	0.25228	NA	NA	0.048149	0.25339
PHTF2	-6.6658	-1.8739	2.9217	0.36869	-0.020299	-0.55506	-0.068093	-5.6494	-2.2814	-3.429	0.025786	NA	NA	NA	-0.66262	0.078715	0.73701	0.10916	NA	NA	-0.066702	0.023846
PHYH	-7.8558	1.2481	-0.28853	-0.058951	-0.04202	0.22908	0.85524	-6.1816	-3.0384	-1.843	-0.26554	NA	NA	NA	-0.50379	-1.1502	0.29475	0.71529	NA	NA	0.037234	0.44758
PHYHD1	-7.5923	0.02744	1.9657	-0.13709	0.096612	-0.81095	0.45306	-6.9622	-0.93343	-3.0545	0.16607	NA	NA	NA	-0.19697	-0.30178	-0.25032	0.50188	NA	NA	-0.038408	0.12626
PHYHIP	-7.4361	2.2152	-0.60216	0.14184	0.0097174	-0.41138	0.032044	-6.5981	-4.6882	1.807	-0.62097	NA	NA	NA	-0.67233	1.3918	-0.0061322	0.009475	NA	NA	-0.10038	0.45051
PHYHIPL	-7.8714	2.2908	-4.2481	0.084115	-0.047047	0.23151	0.042914	-3.66	-3.4999	0.43023	0.098126	NA	NA	NA	-0.53219	-2.3219	-0.56262	0.35722	NA	NA	0.074748	0.024714
PHYKPL	-6.4787	0.70472	3.6464	0.097499	0.17621	1.3308	-0.45576	-6.7759	0.22459	-3.6999	-0.84482	NA	NA	NA	-0.52855	-0.27754	0.03447	0.32562	NA	NA	0.0066914	NA
PI15	-7.7854	-5.1526	-3.8574	0.23408	0.011676	0.19098	0.12099	-6.0354	-3.7378	-3.8199	0.10276	NA	NA	NA	-1.4647	1.2144	0.16561	0.54342	NA	NA	-0.029107	0.097662
PI16	-7.3079	-0.57869	-0.15177	-0.010541	0.13999	0.87537	0.28417	-1.5093	-3.046	0.98358	0.16071	NA	NA	NA	-0.18431	2.0675	-0.25046	-0.17082	NA	NA	0.34081	-0.15462
PI3	-8.1755	NA	NA	-0.04531	-0.034688	NA	-0.49629	NA	NA	NA	0.23076	NA	NA	NA	NA	NA	-0.72697	0.25428	NA	NA	0.010133	-0.30622
PI4K2A	-7.2094	0.649	-0.095856	0.013004	-0.093495	-0.63629	-0.018642	-3.4875	-2.8053	-3.4094	0.82028	-0.056661	-0.17089	-0.48972	0.27304	0.69714	0.10771	0.034539	NA	NA	-0.04718	0.46019
