Burr_PD_L1_CMTM6_INFr_RRAscore	Freeman_B16F10_MHCI_Low_RRAscore	Freeman_B16F10_NK_RRAscore	Haney_U937_iggRBC_RRAscore	Haney_U937_Zymosin_RRAscore	Henriksson_mNaiveTh_GATA3_r1_RRAscore	Jiang_Daudi_B_CD40_r1_RRAscore	Kearney_B16F10_OT_I_RRAscore	Kearney_MC38_OT_I_aPD1_RRAscore	Kearney_MC38_OT_I_IgG_RRAscore	Liu_HSC4_DoxvsnoDox_shADAR_RRAscore	Manguso_GVAX_only_vs_TCRa_KO_RRAscore	Manguso_GVAX_PD_1_vs_TCRa_KO_RRAscore	Manguso_TCRa_KO_vs_In_vitro_RRAscore	Pan_B16F10_Pmel_1_IFNg_RRAscore	Parnas_BMDCs_TNF_r1_RRAscore	Pech_K562_MHCI_r1_RRAscore	Pech_K562_NK_92_r1_RRAscore	Ritchie_U937_cGAMP_r1_RRAscore	Shifrut_pilot_mean_RRAscore	Shifrut_d1234_RRAscore	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_RRAscore
KCNV2	0.16965	0.96122	0.7678	0.17943	0.23059	0.45718	0.061357	0.6124	0.50477	0.37356	0.20467	NA	NA	NA	0.86303	0.051068	0.18197	0.68774	NA	NA	0.7231	0.87102
KCP	NA	0.47468	0.3143	NA	NA	0.88282	NA	0.1152	0.22216	0.12196	0.1085	NA	NA	NA	0.036077	0.033434	NA	NA	NA	NA	0.55396	0.9721
KCTD1	0.022436	0.57348	0.11293	0.15559	0.26679	0.4233	0.88021	0.66228	0.98432	0.80562	0.0061544	NA	NA	NA	0.0028682	0.85563	0.88937	0.25893	NA	NA	0.49519	0.74826
KCTD10	0.97054	0.25034	0.18072	0.5771	0.21263	0.27191	0.91692	0.28043	0.029078	0.045672	0.9799	NA	NA	NA	0.038378	0.087282	0.57475	0.28954	NA	NA	0.43032	0.98928
KCTD11	0.48265	0.99094	0.70437	0.30578	0.74468	0.071096	0.15831	0.47363	0.45953	0.18973	0.52626	NA	NA	NA	0.65559	0.0073936	0.0078113	0.20248	NA	NA	0.94504	0.71119
KCTD12	0.016146	0.78207	0.7983	0.053818	0.25286	NA	0.97265	0.98977	0.94449	0.70812	0.1294	NA	NA	NA	0.69035	0.56141	0.80505	0.99749	NA	NA	0.84947	0.65852
KCTD13	0.07977	0.04047	0.36791	0.029243	0.27456	0.19425	0.80125	0.28196	0.88099	0.89118	0.085825	NA	NA	NA	0.32253	0.12825	0.14387	0.8437	NA	NA	0.85155	0.01577
KCTD14	0.21168	0.99609	0.11398	0.015969	0.91651	0.48676	0.9331	0.89421	0.19408	0.51516	0.63524	NA	NA	NA	0.030688	0.46939	0.64128	0.23222	NA	NA	0.93713	0.13218
KCTD15	0.17902	0.2045	0.17482	0.34614	0.034387	0.87915	0.80736	0.054708	0.033535	0.37559	0.21615	NA	NA	NA	0.0056952	0.17853	0.033534	0.93928	NA	NA	0.43788	0.067588
KCTD16	0.11622	0.49476	0.54729	0.18647	0.26572	0.27529	0.9648	0.55375	0.98005	0.54087	0.020591	NA	NA	NA	0.12568	0.76637	0.70349	0.65301	NA	NA	0.14147	0.59237
KCTD17	0.1933	NA	NA	0.25822	0.14961	0.026717	0.083922	NA	NA	NA	0.457	NA	NA	NA	NA	0.1167	0.2172	0.72021	NA	NA	0.57031	0.99493
KCTD18	0.334	0.61395	0.25319	0.47559	0.3447	0.40295	0.085696	0.34542	0.0068286	0.18938	0.11308	NA	NA	NA	0.24081	0.018764	0.12105	0.66697	NA	NA	0.72408	0.84025
KCTD19	0.31868	0.3962	0.013214	0.033981	0.72287	0.78119	0.93195	0.99302	0.83505	0.70812	0.93073	NA	NA	NA	0.035669	0.38486	0.050355	0.42438	NA	NA	0.39209	0.96753
KCTD2	0.22478	0.031413	0.15099	0.17315	0.067025	0.77379	0.10517	0.13991	0.97011	0.10445	0.46563	NA	NA	NA	0.16884	0.98633	0.064993	0.96882	NA	NA	0.1245	0.81451
KCTD20	0.61468	0.29358	0.39534	0.024482	0.50255	0.20952	0.57957	0.86999	0.18033	0.33555	0.98002	NA	NA	NA	0.78064	0.062275	0.69332	0.0060443	NA	NA	0.15115	0.63106
KCTD21	0.56631	0.15531	0.44929	0.15255	0.13592	0.90954	0.65746	0.116	0.82119	0.69086	0.7856	NA	NA	NA	0.28731	0.080218	0.72738	0.071056	NA	NA	0.97819	0.79238
KCTD3	0.056112	0.0019013	0.38154	0.16351	0.26976	0.067115	0.65309	0.0097354	0.7045	0.82321	0.16712	NA	NA	NA	0.26994	0.6561	0.076204	0.18446	NA	NA	0.88526	0.40694
KCTD4	0.73808	0.36504	0.10512	0.13521	0.026137	0.57064	0.93926	0.17894	0.6834	0.17482	0.89406	NA	NA	NA	0.84933	0.55887	0.93355	0.76517	NA	NA	0.57853	0.01124
KCTD5	0.036933	0.32349	0.16616	0.99939	0.9952	0.086741	1	0.59385	0.20877	0.55608	0.24091	NA	NA	NA	0.03349	0.94514	0.17047	0.025247	NA	NA	0.15135	0.97879
KCTD6	0.79622	NA	NA	0.93943	0.8829	0.41929	0.35121	NA	NA	NA	0.70765	NA	NA	NA	NA	0.63712	0.099964	0.70381	NA	NA	0.76076	0.77752
KCTD7	0.13576	0.064011	0.6206	0.096993	0.019227	0.58343	0.13343	0.63149	0.10036	0.13725	0.17413	0.44453	0.079925	0.88553	0.22717	0.28812	0.15871	0.16608	NA	NA	0.1501	0.20913
KCTD8	0.87936	0.079699	0.9332	0.36382	0.0066546	0.93249	0.60975	0.025651	0.90322	0.97171	0.0031998	NA	NA	NA	0.46554	0.096598	0.065586	0.88515	NA	NA	0.76312	0.15265
KCTD9	0.033892	0.64709	0.21588	0.80651	0.81524	0.57744	0.14732	0.49592	0.6223	0.12283	0.75549	NA	NA	NA	0.6577	0.58667	0.60061	0.17244	NA	NA	0.71817	0.99999
KDELC1	0.047917	0.26913	0.66522	0.014485	0.80552	0.27415	0.013695	0.021697	0.20417	0.089686	0.030911	NA	NA	NA	0.015402	0.27045	0.52565	0.27246	NA	NA	0.16919	0.81612
KDELC2	0.11998	NA	NA	0.23365	0.10385	NA	0.11843	NA	NA	NA	0.36674	NA	NA	NA	NA	NA	0.7061	0.63238	NA	0.88801	0.96162	0.94889
KDELR1	0.84887	0.008697	0.29652	0.98152	0.85081	0.0921	0.56735	0.25704	0.15247	0.066029	0.29392	NA	NA	NA	0.89446	0.95815	0.16995	0.25523	NA	NA	0.12094	0.019192
KDELR2	0.24738	0.091796	0.38988	0.38381	0.55448	0.005358	0.99237	0.32389	0.48263	0.30453	0.97643	NA	NA	NA	0.66623	0.092019	0.89675	0.24922	NA	NA	0.22644	0.1571
KDELR3	0.553	0.22722	0.051075	0.55446	0.70663	0.26573	0.43357	0.89421	0.7763	0.72372	0.28598	NA	NA	NA	0.065213	0.48077	0.90391	0.40909	NA	NA	0.30053	0.79615
KDF1	NA	NA	NA	NA	NA	NA	0.50463	NA	NA	NA	0.04522	NA	NA	NA	NA	NA	0.023216	0.12086	NA	NA	0.99407	NA
KDM1A	0.52496	0.042542	0.47464	0.25504	0.84991	0.54013	0.028551	0.35631	0.83505	0.99445	0.0035667	NA	NA	NA	0.99999	0.12115	0.00050852	0.98784	NA	NA	0.41021	0.1016
KDM1B	0.1922	0.88117	0.57852	0.0012222	0.0023102	0.30838	0.95809	0.23969	0.87124	0.34062	0.24954	NA	NA	NA	0.93373	0.0014475	0.70692	0.013732	NA	NA	0.41513	0.22983
KDM2A	0.79416	0.11744	NA	0.060117	0.27036	0.42245	0.60354	0.56107	0.15347	0.062755	0.0020592	NA	NA	NA	0.11273	0.0064983	0.0095912	0.056422	NA	NA	0.53726	0.85324
KDM2B	0.012351	0.44568	0.02193	0.21287	0.9052	0.8116	0.69506	0.28043	0.8482	0.72372	0.82209	NA	NA	NA	0.035293	0.22177	0.99468	0.74746	NA	NA	0.93734	0.42155
KDM3A	0.38855	0.26524	0.69866	0.06051	0.94595	0.44637	0.52495	0.013517	0.57485	0.43806	0.99989	NA	NA	NA	0.040507	0.057846	0.8298	0.26272	NA	NA	0.6019	0.24525
KDM3B	0.030421	0.16044	0.10072	0.029378	0.0061857	0.90766	0.32316	0.74027	0.25253	0.72372	0.64209	NA	NA	NA	0.18296	0.019715	6.981e-06	0.37143	NA	NA	0.78852	0.9994
KDM4A	0.97237	0.068121	0.059392	0.8166	0.34161	0.26095	0.76588	0.56996	0.79204	0.86918	0.99659	NA	NA	NA	0.11828	0.72296	0.2944	0.43398	NA	NA	0.21015	0.82869
KDM4B	0.22747	0.99734	0.054911	0.73221	0.97995	0.1018	0.94268	0.94109	0.92379	0.56495	0.95199	NA	NA	NA	0.15406	0.57731	0.73374	0.089574	NA	NA	0.65222	0.16578
KDM4C	0.048662	0.04309	0.05506	0.91355	0.17031	0.58438	0.65894	0.42895	0.63931	0.44731	0.98816	NA	NA	NA	0.23435	0.065707	0.22475	0.99233	NA	NA	0.86586	0.76114
KDM4D	0.43126	0.90162	0.13764	0.029391	0.69262	0.6058	0.077542	0.31537	0.19408	0.087622	0.41556	NA	NA	NA	0.64494	0.02209	0.037284	0.99042	NA	NA	0.3161	0.54708
KDM4E	0.18957	NA	NA	0.30116	0.36551	NA	0.26685	NA	NA	NA	0.063149	NA	NA	NA	NA	NA	0.37291	0.59543	NA	NA	0.51871	0.56839
KDM5A	0.73087	0.47017	0.88072	0.37462	0.2641	0.36864	0.16817	0.25887	0.085137	0.03724	0.25656	0.0001263	0.00010996	0.98273	0.5159	0.34369	8.7992e-08	0.97024	NA	NA	0.12092	0.98295
KDM5B	0.26906	0.83453	0.0024869	0.30276	0.00078584	0.42798	0.3493	0.25704	0.25253	0.37559	0.34935	NA	NA	NA	0.20253	0.42084	0.16289	0.89363	NA	NA	0.89364	0.18301
KDM5C	0.078424	0.033911	0.31443	0.32905	0.9998	0.018161	0.30509	0.62492	0.87124	0.96468	0.14424	NA	NA	NA	0.79823	0.57731	0.54812	0.0016995	NA	NA	0.53109	0.39133
KDM5D	0.011251	0.21024	0.29652	0.4722	0.37148	0.48503	0.26941	0.33014	0.062162	0.85922	0.90446	NA	NA	NA	0.23636	0.11427	0.18287	0.87328	NA	NA	0.70019	0.71186
KDM6A	0.9983	NA	NA	0.15009	0.80322	0.12173	0.62786	NA	NA	NA	0.9848	NA	NA	NA	NA	0.0066237	0.98962	0.45569	NA	NA	0.74564	0.21477
KDM6B	0.016904	0.15341	0.38713	0.106	0.40179	0.90986	0.89416	0.56996	0.93202	0.92591	0.12028	NA	NA	NA	0.85603	0.10633	0.021526	0.40917	NA	NA	0.79568	0.11834
KDM7A	0.06581	0.99494	0.51564	0.10264	0.045094	0.25726	0.24318	0.030203	0.35231	0.95315	0.13172	NA	NA	NA	0.12215	0.80911	0.70705	0.56888	NA	NA	0.7653	NA
KDM8	0.93148	0.34165	0.052478	0.58288	0.24964	0.07713	0.073962	0.17013	0.9736	0.53134	0.1346	NA	NA	NA	0.21823	0.018764	0.63041	0.019804	NA	NA	0.52209	0.86479
KDR	0.033642	0.015474	0.94677	0.96851	0.019363	0.93412	0.054317	0.11735	0.56693	0.72372	0.49921	NA	NA	NA	0.37524	0.54543	0.029908	0.76317	NA	NA	0.77654	0.063816
KDSR	0.84124	0.28606	NA	0.72475	0.75201	0.60227	0.23074	0.36789	0.0013695	0.034021	0.60462	NA	NA	NA	NA	0.54638	0.33201	0.0017329	NA	NA	0.15693	0.77859
KEAP1	4.2458e-05	0.23929	0.49849	0.34026	0.21251	0.27855	0.0088594	0.26437	0.22216	0.13389	0.75384	NA	NA	NA	0.00031219	0.32695	0.99207	8.7329e-06	NA	NA	0.73295	0.89743
KEL	0.067404	0.1806	0.059027	0.23387	0.032764	0.06259	0.47228	0.58909	0.16941	0.094445	0.9991	NA	NA	NA	0.05283	0.21752	0.08128	0.97255	NA	NA	0.28363	0.12356
KERA	0.14305	0.037086	0.069702	0.59577	0.93683	0.8482	0.3462	0.95281	0.43907	0.21934	0.079172	NA	NA	NA	0.57098	0.61616	0.59645	0.34106	NA	NA	0.60777	0.89499
KHDC1	0.94667	NA	NA	0.50866	0.91295	NA	0.00066446	NA	NA	NA	0.46344	NA	NA	NA	NA	NA	0.56022	0.029058	NA	NA	0.16815	0.048976
KHDC1L	0.61867	NA	NA	0.80696	0.84113	NA	0.093628	NA	NA	NA	0.70615	NA	NA	NA	NA	NA	0.4962	0.87729	NA	NA	0.56315	0.57237
KHDC3L	0.044288	NA	NA	0.95325	0.84351	NA	0.0091316	NA	NA	NA	0.86113	NA	NA	NA	NA	NA	0.99195	0.29668	NA	NA	0.36194	0.45207
KHDRBS1	0.066342	0.95396	0.6198	0.032818	0.22442	0.0035944	0.02336	0.0044438	0.8888	0.87903	0.96796	0.065297	0.065929	0.73242	0.017385	0.090796	0.7865	0.0084722	NA	NA	0.57468	0.99991
KHDRBS2	0.43871	0.75547	0.24214	0.16156	0.4807	0.0025269	0.47829	0.30493	0.89043	0.80107	0.98177	NA	NA	NA	0.19702	0.010395	0.23274	0.44786	NA	NA	0.87402	0.8556
KHDRBS3	0.88399	0.13939	0.40483	0.34359	0.91273	0.71241	0.35041	0.10212	0.66221	0.35396	0.70603	NA	NA	NA	0.32169	0.7023	0.74272	0.57886	NA	NA	0.32948	0.021465
KHK	0.31207	0.43131	0.14965	0.054914	0.0041487	0.52491	0.16905	0.042393	0.044111	0.13389	0.95157	NA	NA	NA	0.93572	0.01941	0.47553	0.17503	NA	NA	0.45349	0.86133
KHNYN	0.31528	0.30999	0.22645	0.17638	0.14995	0.25626	0.29379	0.52006	0.18033	0.76685	0.0061223	NA	NA	NA	0.2449	0.49321	0.23149	0.79663	NA	NA	0.29361	0.60973
KHSRP	0.32605	0.1912	0.077283	0.27185	0.11713	0.058159	0.050563	0.03677	0.25253	0.6561	0.3288	NA	NA	NA	0.0070252	0.034949	0.072762	0.053279	NA	NA	0.99915	0.028384
KIAA0020	0.0099797	NA	NA	0.129	0.001626	NA	0.38686	NA	NA	NA	0.8862	NA	NA	NA	NA	NA	0.00015057	0.053229	NA	NA	0.45019	0.61034
KIAA0040	0.28487	NA	NA	0.20699	0.93279	NA	NA	NA	NA	NA	0.4791	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94771	NA
KIAA0087	0.30828	NA	NA	0.019578	0.90643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIAA0100	0.44917	NA	NA	0.78712	0.89238	NA	0.33502	NA	NA	NA	0.70557	NA	NA	NA	NA	NA	0.28142	0.063278	NA	NA	0.63012	0.8169
KIAA0101	0.77534	NA	NA	0.012372	0.12235	NA	0.9031	NA	NA	NA	0.93193	NA	NA	NA	NA	NA	0.44977	0.28473	NA	NA	0.6544	0.98164
KIAA0125	0.029224	NA	NA	0.7421	0.97791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIAA0141	0.011322	NA	NA	0.0092788	0.16279	NA	0.69395	NA	NA	NA	0.90713	NA	NA	NA	NA	NA	0.39561	0.0044281	NA	NA	0.023999	0.6707
KIAA0146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27569
KIAA0195	0.89698	NA	NA	0.37194	0.59194	NA	0.001734	NA	NA	NA	0.25451	NA	NA	NA	0.26785	NA	0.17824	0.04947	NA	NA	0.9876	0.99218
KIAA0196	0.99911	NA	NA	0.98595	0.99969	NA	0.80581	NA	NA	NA	0.080129	NA	NA	NA	NA	NA	0.99992	0.25228	NA	NA	0.0021545	0.77961
KIAA0226	0.058113	NA	NA	0.0031189	0.6797	NA	0.012581	NA	NA	NA	0.92066	NA	NA	NA	NA	NA	0.66486	0.3955	NA	NA	0.23019	0.70325
KIAA0226L	0.09921	NA	NA	0.60107	0.97413	NA	0.14613	NA	NA	NA	0.3997	NA	NA	NA	NA	NA	0.31922	0.80594	NA	NA	0.60093	0.59819
KIAA0232	0.074357	NA	NA	0.98022	0.24295	NA	0.89127	NA	NA	NA	0.077517	NA	NA	NA	NA	NA	0.38057	0.62604	NA	NA	0.64157	0.091311
KIAA0247	0.093943	0.15549	0.13145	0.99947	0.98682	NA	NA	0.8159	0.12622	0.56223	NA	NA	NA	NA	0.012054	NA	NA	NA	NA	NA	NA	0.40254
KIAA0317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61853
KIAA0319	0.13076	NA	NA	0.31445	0.054849	NA	0.18345	NA	NA	NA	0.46571	NA	NA	NA	NA	NA	0.85169	0.60329	NA	NA	0.10456	0.97118
KIAA0319L	0.42758	0.13868	0.0403	0.15702	0.19274	0.93611	0.79967	0.90017	0.020747	0.16848	0.38977	NA	NA	NA	0.65575	0.92407	0.09796	0.16062	NA	NA	0.96014	0.34296
KIAA0355	0.34773	NA	NA	0.96252	0.84604	NA	0.25837	NA	NA	NA	0.72918	NA	NA	NA	NA	NA	0.94531	0.16668	NA	NA	0.32094	0.93444
KIAA0368	0.18375	0.8869	0.25874	0.83662	0.17382	0.18707	0.13601	0.031643	0.54653	0.76685	0.42672	NA	NA	NA	0.0023952	0.15206	0.38302	0.98389	NA	NA	0.14827	0.72228
KIAA0391	0.98923	NA	NA	0.20534	0.021177	NA	0.28967	NA	NA	NA	0.46765	NA	NA	NA	NA	NA	0.40911	0.00036011	NA	NA	0.7504	0.48975
KIAA0408	0.17833	0.030107	0.15765	0.045761	0.26978	0.066401	0.66358	0.044738	0.16028	0.45857	0.32549	NA	NA	NA	0.88166	0.051095	0.62293	0.70202	NA	NA	0.41814	0.78343
KIAA0430	0.018559	0.90686	0.011882	0.07512	0.34147	0.36444	0.0013177	0.13334	0.66221	0.51113	0.010928	0.071739	0.010993	0.48072	0.64346	0.033024	0.55889	0.2184	NA	NA	0.17867	0.90682
KIAA0513	0.10239	NA	NA	0.73416	0.023779	NA	0.99374	NA	NA	NA	0.99174	NA	NA	NA	NA	NA	0.12739	0.37372	NA	NA	0.48734	0.073141
KIAA0556	0.74315	NA	NA	0.48608	0.7102	NA	0.42998	NA	NA	NA	0.42676	NA	NA	NA	NA	NA	0.0075868	0.55617	NA	NA	0.15929	0.91574
KIAA0586	0.45772	NA	NA	0.14658	0.030323	NA	0.59352	NA	NA	NA	0.35294	NA	NA	NA	NA	NA	0.63657	0.13398	NA	NA	0.031803	0.59465
KIAA0753	0.014877	NA	NA	0.074496	0.20191	NA	0.99311	NA	NA	NA	0.14717	NA	NA	NA	NA	NA	0.68524	0.86562	NA	NA	0.91935	0.77162
KIAA0754	0.022839	NA	NA	0.15273	0.90516	NA	NA	NA	NA	NA	0.051461	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24358	0.67424
KIAA0825	0.087749	NA	NA	0.34644	0.44428	NA	0.80346	NA	NA	NA	0.051682	NA	NA	NA	NA	NA	0.11457	0.99162	NA	NA	0.93893	0.27717
KIAA0895	0.32178	NA	NA	0.50921	0.34347	NA	0.12444	NA	NA	NA	0.6845	NA	NA	NA	NA	NA	0.77928	0.64998	NA	NA	0.4874	0.2194
KIAA0895L	0.17736	NA	NA	0.060698	0.044467	NA	0.30467	NA	NA	NA	0.56076	NA	NA	NA	NA	NA	0.2022	0.11765	NA	NA	0.47494	0.85397
KIAA0907	0.63038	NA	NA	0.44878	0.99436	NA	0.30106	NA	NA	NA	0.014377	NA	NA	NA	NA	NA	0.27248	0.61545	NA	NA	0.021607	0.34985
KIAA0922	0.68794	NA	NA	0.58523	0.22246	NA	0.69466	NA	NA	NA	0.067294	NA	NA	NA	NA	NA	0.58916	0.92212	NA	NA	0.84516	0.8566
KIAA0930	0.15367	NA	NA	0.95105	0.038049	NA	0.83716	NA	NA	NA	0.96646	NA	NA	NA	NA	NA	0.034567	0.58459	NA	NA	0.9183	0.30473
KIAA0947	0.97568	0.60166	0.50196	0.056589	0.37975	0.36297	NA	0.42099	0.29676	0.26368	NA	NA	NA	NA	0.0017251	0.082669	NA	NA	NA	NA	NA	0.52072
KIAA1009	0.11035	NA	NA	0.36828	0.32125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80851
KIAA1024	0.21172	NA	NA	0.94951	0.90131	NA	0.57588	NA	NA	NA	0.011398	NA	NA	NA	NA	NA	0.38633	0.22844	NA	NA	0.47362	0.74596
KIAA1024L	0.13005	NA	NA	0.17114	0.9567	NA	0.99614	NA	NA	NA	0.39971	NA	NA	NA	NA	NA	0.002795	0.41752	NA	NA	0.57957	0.23079
KIAA1033	0.25169	NA	NA	0.96314	0.99418	NA	0.97583	NA	NA	NA	0.24695	NA	NA	NA	NA	NA	0.20099	0.22282	NA	NA	0.019732	0.056835
KIAA1045	0.097573	NA	NA	0.14306	0.26782	NA	0.56276	NA	NA	NA	0.97623	NA	NA	NA	NA	NA	0.69735	0.15585	NA	NA	0.55743	0.96076
KIAA1107	0.034736	NA	NA	0.29781	0.36923	NA	0.90208	NA	NA	NA	0.95543	NA	NA	NA	NA	NA	0.635	0.93737	NA	NA	0.5559	0.51072
KIAA1109	0.40564	NA	NA	0.31501	0.053892	NA	0.72448	NA	NA	NA	0.42166	NA	NA	NA	NA	NA	0.04964	0.90808	NA	NA	0.038331	0.77686
KIAA1143	0.0036946	NA	NA	0.11542	0.84907	NA	0.26834	NA	NA	NA	0.45766	NA	NA	NA	NA	NA	0.053382	0.49897	NA	NA	0.64225	0.74334
KIAA1147	0.0043908	NA	NA	0.2597	0.45901	NA	0.67972	NA	NA	NA	0.40776	NA	NA	NA	NA	NA	0.9782	0.29477	NA	NA	0.7151	0.11524
KIAA1161	0.58126	0.15942	0.81585	0.0028252	0.39355	0.38545	NA	0.18364	0.30501	0.091837	0.65273	NA	NA	NA	0.22299	0.99543	NA	NA	NA	0.7802	0.53425	0.018345
KIAA1191	0.0048138	NA	NA	0.068189	0.76403	NA	0.20538	NA	NA	NA	0.44002	NA	NA	NA	NA	NA	0.34318	0.088998	NA	NA	0.83336	0.94958
KIAA1199	0.031934	NA	NA	0.39182	0.34556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81349
KIAA1210	0.20836	NA	NA	0.73037	0.015514	NA	0.050952	NA	NA	NA	0.6155	NA	NA	NA	NA	NA	0.75611	0.10695	NA	NA	0.45129	0.35576
KIAA1211	0.37798	NA	NA	0.26496	0.98508	NA	0.69397	NA	NA	NA	1.1775e-05	NA	NA	NA	NA	NA	0.020123	0.62879	NA	NA	0.79625	0.87576
KIAA1211L	0.00044853	NA	NA	0.42656	0.019529	NA	0.68108	NA	NA	NA	0.017439	NA	NA	NA	NA	NA	0.097667	0.23297	NA	NA	0.14874	0.34629
KIAA1217	0.0007998	NA	NA	0.36423	0.97355	NA	0.95238	NA	NA	NA	0.23188	NA	NA	NA	NA	NA	0.16073	0.517	NA	NA	0.63786	0.8186
KIAA1239	0.0038	NA	NA	0.21539	0.39368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22171
KIAA1244	0.025133	NA	NA	0.32212	0.64026	NA	NA	NA	NA	NA	0.24611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09249
KIAA1257	0.15531	NA	NA	0.1591	0.033356	NA	0.74808	NA	NA	NA	0.028302	NA	NA	NA	NA	NA	0.90077	0.10781	NA	NA	0.92402	0.11688
KIAA1279	0.70981	NA	NA	0.29025	0.49602	NA	NA	NA	NA	NA	0.4567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16046
KIAA1324	0.75192	NA	NA	0.10855	0.32789	NA	0.1544	NA	NA	NA	0.22603	NA	NA	NA	NA	NA	0.38044	0.90637	NA	0.8227	0.32761	0.76294
KIAA1324L	0.334	NA	NA	0.25472	0.90554	NA	0.11086	NA	NA	NA	0.46045	NA	NA	NA	NA	NA	0.82516	0.53047	NA	NA	0.74015	0.057894
KIAA1328	0.050935	NA	NA	0.055839	0.89669	NA	0.15252	NA	NA	NA	0.94323	NA	NA	NA	NA	0.1438	0.23966	0.59858	NA	NA	0.64321	0.083918
KIAA1377	0.010086	0.73972	0.52347	0.2978	0.98082	0.25869	NA	0.95872	0.038412	0.53779	0.14146	NA	NA	NA	0.087702	0.47026	NA	NA	NA	NA	NA	0.013036
KIAA1407	0.63977	NA	NA	0.18903	0.7641	NA	0.34858	NA	NA	NA	0.011551	NA	NA	NA	NA	NA	0.41895	0.84093	NA	NA	0.50358	0.15004
KIAA1429	0.93567	NA	NA	0.0082858	0.27324	NA	0.99995	NA	NA	NA	0.0063041	NA	NA	NA	NA	NA	0.99998	2.7097e-05	NA	NA	0.31413	0.62155
KIAA1430	0.93944	0.27632	0.26048	0.94321	0.27021	NA	NA	0.5168	0.046581	0.050599	NA	NA	NA	NA	0.067072	NA	NA	NA	NA	NA	NA	0.09422
KIAA1432	0.61226	NA	NA	0.56677	0.00010601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1698
KIAA1456	0.00045947	NA	NA	0.97955	0.26448	NA	0.22941	NA	NA	NA	0.56476	NA	NA	NA	NA	NA	0.36163	0.68676	NA	NA	0.10099	0.69643
KIAA1462	0.021611	NA	NA	0.13732	0.66686	NA	0.36852	NA	NA	NA	0.64864	NA	NA	NA	NA	NA	0.19536	0.89375	NA	NA	0.55356	0.0045169
KIAA1467	0.25867	NA	NA	0.15231	0.94108	NA	0.91926	NA	NA	NA	0.12761	NA	NA	NA	NA	NA	0.060491	0.23466	NA	NA	0.55581	0.046809
KIAA1468	0.35085	NA	NA	0.020863	0.54314	NA	0.19897	NA	NA	NA	0.17228	NA	NA	NA	NA	NA	0.033466	0.85779	NA	NA	0.074733	0.32504
KIAA1522	4.8102e-05	0.2167	0.80138	0.5002	0.57343	0.70125	0.9932	0.4583	0.39461	0.17758	0.071929	NA	NA	NA	0.15247	0.7583	0.088884	0.9738	NA	NA	0.018948	0.32556
KIAA1524	0.28575	NA	NA	0.98513	0.11457	NA	0.76468	NA	NA	NA	0.60257	NA	NA	NA	NA	NA	0.022672	0.66706	NA	NA	0.60668	0.681
KIAA1549	0.30272	NA	NA	0.11836	0.25014	NA	0.64496	NA	NA	NA	0.94849	NA	NA	NA	NA	NA	0.015154	0.41957	NA	NA	NA	0.61472
KIAA1549L	0.017423	NA	NA	0.065004	0.30099	NA	0.74947	NA	NA	NA	0.3513	NA	NA	NA	NA	NA	0.046186	0.88465	NA	NA	0.96835	0.14202
KIAA1551	0.042352	NA	NA	0.1911	0.89088	NA	0.61192	NA	NA	NA	0.73588	NA	NA	NA	NA	NA	0.4905	0.47542	NA	NA	0.52927	0.66694
KIAA1586	0.78945	NA	NA	0.94687	0.41981	NA	0.80652	NA	NA	NA	0.12565	NA	NA	NA	NA	NA	0.030049	0.61985	NA	NA	0.71085	0.027661
KIAA1598	0.044164	NA	NA	0.1983	0.014816	NA	0.67844	NA	NA	NA	0.10131	NA	NA	NA	NA	NA	0.28835	0.83665	NA	NA	0.94273	0.81365
KIAA1614	0.088307	NA	NA	0.62218	0.38471	NA	0.59631	NA	NA	NA	0.93109	NA	NA	NA	NA	NA	0.014705	0.61908	NA	NA	0.94147	0.82416
KIAA1644	0.090763	NA	NA	0.51305	0.43011	NA	0.68226	NA	NA	NA	0.13559	NA	NA	NA	NA	NA	0.93921	0.50493	NA	NA	0.5005	0.074404
KIAA1658	0.11981	NA	NA	0.40783	0.24198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
